"plec","waga","wiek","wojewodztwo","podregion66","godzin_internetu","rok"
"kobieta",0.6952331925,"45-59 lat","Lubuskie","GORZOWSKI",5,"2007"
"kobieta",0.861732963,"25-34 lata","Lubuskie","GORZOWSKI",1,"2007"
"mężczyzna",0.897890994,"25-34 lata","Lubuskie","GORZOWSKI",20,"2007"
"mężczyzna",0.67475028159,"45-59 lat","Lubuskie","GORZOWSKI",3,"2007"
"kobieta",0.7069413162,"35-44 lata","Lubuskie","GORZOWSKI",1,"2007"
"mężczyzna",0.7917766038,"25-34 lata","Lubuskie","GORZOWSKI",3,"2007"
"mężczyzna",0.741393,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",40,"2007"
"mężczyzna",0.8814339,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",25,"2007"
"mężczyzna",0.79694029926,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",0,"2007"
"kobieta",0.79649847165,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",5,"2007"
"mężczyzna",0.9325897119,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",1,"2007"
"kobieta",0.79649847165,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",1,"2007"
"mężczyzna",0.704652858,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",2,"2007"
"kobieta",0.7905807,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",3,"2007"
"mężczyzna",0.783075762,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",40,"2007"
"mężczyzna",0.67475028159,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",7,"2007"
"kobieta",0.6384794625,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",5,"2007"
"mężczyzna",0.741393,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",4,"2007"
"kobieta",0.8536995,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",3,"2007"
"mężczyzna",0.71915121,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",10,"2007"
"kobieta",0.619325078625,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",50,"2007"
"kobieta",0.9334845,"do 24 lat","Lubuskie","GORZOWSKI",40,"2007"
"mężczyzna",0.9143709705,"65+ lat","Lubuskie","GORZOWSKI",10,"2007"
"mężczyzna",0.934896573,"do 24 lat","Lubuskie","GORZOWSKI",2,"2007"
"mężczyzna",0.942687377775,"45-59 lat","Lubuskie","GORZOWSKI",2,"2007"
"mężczyzna",0.9638109,"do 24 lat","Lubuskie","GORZOWSKI",3,"2007"
"kobieta",0.9334845,"do 24 lat","Lubuskie","GORZOWSKI",2,"2007"
"mężczyzna",0.9638109,"do 24 lat","Lubuskie","GORZOWSKI",15,"2007"
"mężczyzna",0.9638109,"do 24 lat","Lubuskie","GORZOWSKI",4,"2007"
"mężczyzna",1.0197476289,"35-44 lata","Lubuskie","GORZOWSKI",36,"2007"
"kobieta",0.9876611745,"35-44 lata","Lubuskie","GORZOWSKI",5,"2007"
"mężczyzna",1.050553881,"do 24 lat","Lubuskie","GORZOWSKI",7,"2007"
"mężczyzna",1.071971901,"25-34 lata","Lubuskie","GORZOWSKI",4,"2007"
"kobieta",0.83002330125,"45-59 lat","Lubuskie","GORZOWSKI",2,"2007"
"mężczyzna",1.0622267019,"25-34 lata","Lubuskie","GORZOWSKI",1,"2007"
"kobieta",1.038242205,"25-34 lata","Lubuskie","GORZOWSKI",1,"2007"
"kobieta",0.9334845,"do 24 lat","Lubuskie","GORZOWSKI",1,"2007"
"kobieta",0.887225157,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",11,"2007"
"kobieta",0.97868243655,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",3,"2007"
"kobieta",0.913025631375,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",10,"2007"
"mężczyzna",0.8312788694925,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",40,"2007"
"kobieta",0.83002330125,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",5,"2007"
"kobieta",0.9334845,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",36,"2007"
"kobieta",1.038242205,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",1,"2007"
"kobieta",0.9876611745,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",10,"2007"
"mężczyzna",0.67035546864,"60-64 lata","Lubuskie","ZIELONOGÓRSKI",0,"2007"
"kobieta",0.897873795,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",10,"2007"
"mężczyzna",0.9638109,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",30,"2007"
"kobieta",0.736277256,"60-64 lata","Lubuskie","ZIELONOGÓRSKI",1,"2007"
"kobieta",0.97868243655,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",3,"2007"
"kobieta",1.10319792165,"45-59 lat","Łódzkie","PIOTRKOWSKI",20,"2007"
"mężczyzna",1.1494877427,"45-59 lat","Łódzkie","PIOTRKOWSKI",12,"2007"
"mężczyzna",0.98228952558,"45-59 lat","Łódzkie","PIOTRKOWSKI",5,"2007"
"kobieta",0.98174493945,"45-59 lat","Łódzkie","PIOTRKOWSKI",5,"2007"
"kobieta",1.24070994,"do 24 lat","Łódzkie","PIOTRKOWSKI",10,"2007"
"kobieta",0.93901626,"25-34 lata","Łódzkie","PIOTRKOWSKI",8,"2007"
"mężczyzna",0.95886828,"do 24 lat","Łódzkie","SKIERNIEWICKI",2,"2007"
"kobieta",0.95742,"do 24 lat","Łódzkie","SKIERNIEWICKI",1,"2007"
"kobieta",0.95742,"do 24 lat","Łódzkie","SKIERNIEWICKI",2,"2007"
"kobieta",0.95742,"do 24 lat","Łódzkie","SKIERNIEWICKI",2,"2007"
"kobieta",0.95742,"do 24 lat","Łódzkie","SKIERNIEWICKI",1,"2007"
"kobieta",1.0541076,"25-34 lata","Łódzkie","SKIERNIEWICKI",2,"2007"
"mężczyzna",0.988524,"do 24 lat","Łódzkie","SKIERNIEWICKI",2,"2007"
"mężczyzna",0.988524,"do 24 lat","Łódzkie","SKIERNIEWICKI",3,"2007"
"kobieta",1.10319792165,"45-59 lat","Łódzkie","SKIERNIEWICKI",2,"2007"
"mężczyzna",1.18830348,"25-34 lata","Łódzkie","SKIERNIEWICKI",15,"2007"
"mężczyzna",0.9222892308,"35-44 lata","Łódzkie","SKIERNIEWICKI",10,"2007"
"kobieta",0.865642428,"35-44 lata","Łódzkie","SKIERNIEWICKI",8,"2007"
"mężczyzna",1.00427049576,"35-44 lata","Łódzkie","ŁÓDZKI",24,"2007"
"kobieta",0.9726710308,"35-44 lata","Łódzkie","ŁÓDZKI",2,"2007"
"kobieta",0.98174493945,"45-59 lat","Łódzkie","PIOTRKOWSKI",3,"2007"
"mężczyzna",1.1752452,"do 24 lat","Łódzkie","PIOTRKOWSKI",0,"2007"
"mężczyzna",0.92837982006,"45-59 lat","Łódzkie","ŁÓDZKI",10,"2007"
"kobieta",0.8991682623,"45-59 lat","Łódzkie","ŁÓDZKI",0,"2007"
"kobieta",1.01124828,"25-34 lata","Łódzkie","ŁÓDZKI",5,"2007"
"kobieta",1.0648638,"25-34 lata","Łódzkie","PIOTRKOWSKI",2,"2007"
"kobieta",1.0619979622,"35-44 lata","Łódzkie","SIERADZKI",4,"2007"
"kobieta",1.012108185,"45-59 lat","Łódzkie","SIERADZKI",1,"2007"
"kobieta",1.24070994,"do 24 lat","Łódzkie","SIERADZKI",14,"2007"
"kobieta",1.10411802,"do 24 lat","Łódzkie","SIERADZKI",18,"2007"
"kobieta",1.0648638,"25-34 lata","Łódzkie","SIERADZKI",1,"2007"
"mężczyzna",1.089463284,"25-34 lata","Łódzkie","SIERADZKI",2,"2007"
"kobieta",1.1133190035,"45-59 lat","Łódzkie","PIOTRKOWSKI",35,"2007"
"kobieta",1.0619979622,"35-44 lata","Łódzkie","PIOTRKOWSKI",1,"2007"
"mężczyzna",0.988524,"do 24 lat","Łódzkie","PIOTRKOWSKI",2,"2007"
"mężczyzna",0.95886828,"do 24 lat","Łódzkie","PIOTRKOWSKI",10,"2007"
"kobieta",0.936436545,"45-59 lat","Łódzkie","PIOTRKOWSKI",3,"2007"
"kobieta",0.8257667715,"45-59 lat","Łódzkie","SIERADZKI",2,"2007"
"mężczyzna",0.988524,"do 24 lat","Łódzkie","SIERADZKI",10,"2007"
"mężczyzna",1.089463284,"25-34 lata","Łódzkie","SIERADZKI",0,"2007"
"kobieta",0.968058,"25-34 lata","Łódzkie","SIERADZKI",0,"2007"
"kobieta",1.0619979622,"35-44 lata","Łódzkie","SIERADZKI",2,"2007"
"mężczyzna",0.95886828,"do 24 lat","Łódzkie","SIERADZKI",1,"2007"
"mężczyzna",1.307133828,"25-34 lata","Łódzkie","ŁÓDZKI",10,"2007"
"mężczyzna",1.09649941884,"35-44 lata","Łódzkie","ŁÓDZKI",4,"2007"
"mężczyzna",1.1494877427,"45-59 lat","Łódzkie","ŁÓDZKI",40,"2007"
"kobieta",1.012108185,"45-59 lat","Łódzkie","ŁÓDZKI",3,"2007"
"kobieta",1.03284145,"65+ lat","Łódzkie","M. ŁÓDŹ",1,"2007"
"kobieta",1.3606593,"25-34 lata","Łódzkie","M. ŁÓDŹ",50,"2007"
"kobieta",1.282603763,"35-44 lata","Łódzkie","M. ŁÓDŹ",17,"2007"
"mężczyzna",1.37679426,"do 24 lat","Łódzkie","M. ŁÓDŹ",1,"2007"
"mężczyzna",1.123118865,"45-59 lat","Łódzkie","M. ŁÓDŹ",1,"2007"
"kobieta",1.345707,"do 24 lat","Łódzkie","M. ŁÓDŹ",2,"2007"
"kobieta",1.1965578075,"45-59 lat","Łódzkie","M. ŁÓDŹ",1,"2007"
"mężczyzna",1.40486346,"25-34 lata","Łódzkie","M. ŁÓDŹ",24,"2007"
"kobieta",1.22337,"do 24 lat","Łódzkie","M. ŁÓDŹ",60,"2007"
"kobieta",1.05514643025,"45-59 lat","Łódzkie","M. ŁÓDŹ",2,"2007"
"mężczyzna",1.40486346,"25-34 lata","Łódzkie","M. ŁÓDŹ",30,"2007"
"kobieta",1.3606593,"25-34 lata","Łódzkie","M. ŁÓDŹ",2,"2007"
"mężczyzna",1.1420328276,"35-44 lata","Łódzkie","M. ŁÓDŹ",10,"2007"
"kobieta",1.0225130355,"45-59 lat","Łódzkie","M. ŁÓDŹ",5,"2007"
"mężczyzna",0.996269472,"60-64 lata","Łódzkie","M. ŁÓDŹ",5,"2007"
"mężczyzna",1.40486346,"25-34 lata","Łódzkie","M. ŁÓDŹ",3,"2007"
"kobieta",1.16061565,"65+ lat","Łódzkie","M. ŁÓDŹ",20,"2007"
"mężczyzna",1.2093147,"65+ lat","Łódzkie","M. ŁÓDŹ",10,"2007"
"kobieta",1.3606593,"25-34 lata","Łódzkie","M. ŁÓDŹ",10,"2007"
"mężczyzna",1.40486346,"25-34 lata","Łódzkie","M. ŁÓDŹ",3,"2007"
"mężczyzna",1.2952507932,"25-34 lata","Łódzkie","PIOTRKOWSKI",20,"2007"
"kobieta",1.254495606,"25-34 lata","Łódzkie","PIOTRKOWSKI",5,"2007"
"mężczyzna",1.1752452,"do 24 lat","Łódzkie","SKIERNIEWICKI",14,"2007"
"kobieta",1.148977284,"25-34 lata","Łódzkie","ŁÓDZKI",8,"2007"
"kobieta",0.8713589346,"45-59 lat","Łódzkie","ŁÓDZKI",0,"2007"
"kobieta",1.256539284,"25-34 lata","Małopolskie","KRAKOWSKI",2,"2007"
"kobieta",1.1049951231,"45-59 lat","Małopolskie","KRAKOWSKI",4,"2007"
"mężczyzna",1.006060580514,"45-59 lat","Małopolskie","KRAKOWSKI",2,"2007"
"kobieta",1.1297556,"do 24 lat","Małopolskie","KRAKOWSKI",10,"2007"
"kobieta",1.1297556,"do 24 lat","Małopolskie","KRAKOWSKI",6,"2007"
"kobieta",1.061018549514,"45-59 lat","Małopolskie","OŚWIĘCIMSKI",5,"2007"
"mężczyzna",1.16645832,"do 24 lat","Małopolskie","OŚWIĘCIMSKI",10,"2007"
"kobieta",1.4640377292,"do 24 lat","Małopolskie","OŚWIĘCIMSKI",35,"2007"
"kobieta",1.158459028551,"45-59 lat","Małopolskie","OŚWIĘCIMSKI",5,"2007"
"kobieta",1.4938855932,"25-34 lata","Małopolskie","OŚWIĘCIMSKI",10,"2007"
"kobieta",0.97440479037,"45-59 lat","Małopolskie","OŚWIĘCIMSKI",5,"2007"
"mężczyzna",1.1314645704,"do 24 lat","Małopolskie","OŚWIĘCIMSKI",35,"2007"
"mężczyzna",1.1314645704,"do 24 lat","Małopolskie","NOWOSĄDECKI",5,"2007"
"kobieta",1.1297556,"do 24 lat","Małopolskie","KRAKOWSKI",20,"2007"
"mężczyzna",1.14403639896,"25-34 lata","Małopolskie","KRAKOWSKI",30,"2007"
"kobieta",1.1049951231,"45-59 lat","Małopolskie","KRAKOWSKI",1,"2007"
"kobieta",1.1297556,"do 24 lat","Małopolskie","KRAKOWSKI",2,"2007"
"mężczyzna",1.054642489488,"35-44 lata","Małopolskie","KRAKOWSKI",2,"2007"
"kobieta",1.0737699336,"25-34 lata","Małopolskie","KRAKOWSKI",4,"2007"
"kobieta",0.97440479037,"45-59 lat","Małopolskie","KRAKOWSKI",1,"2007"
"kobieta",1.256539284,"25-34 lata","Małopolskie","KRAKOWSKI",2,"2007"
"mężczyzna",1.2714395688,"do 24 lat","Małopolskie","KRAKOWSKI",10,"2007"
"mężczyzna",1.10865382992,"25-34 lata","Małopolskie","KRAKOWSKI",4,"2007"
"mężczyzna",1.0964708208,"do 24 lat","Małopolskie","KRAKOWSKI",10,"2007"
"mężczyzna",1.1591016401844,"45-59 lat","Małopolskie","KRAKOWSKI",1,"2007"
"mężczyzna",1.16645832,"do 24 lat","Małopolskie","KRAKOWSKI",7,"2007"
"mężczyzna",0.974945304828,"45-59 lat","Małopolskie","KRAKOWSKI",1,"2007"
"mężczyzna",1.16645832,"do 24 lat","Małopolskie","KRAKOWSKI",4,"2007"
"mężczyzna",1.343858869584,"35-44 lata","Małopolskie","NOWOSĄDECKI",9,"2007"
"kobieta",1.231433604,"do 24 lat","Małopolskie","NOWOSĄDECKI",2,"2007"
"mężczyzna",1.16645832,"do 24 lat","Małopolskie","NOWOSĄDECKI",2,"2007"
"kobieta",1.1080391868,"25-34 lata","Małopolskie","NOWOSĄDECKI",3,"2007"
"kobieta",1.477469268,"do 24 lat","Małopolskie","OŚWIĘCIMSKI",20,"2007"
"kobieta",1.31733547764,"25-34 lata","Małopolskie","OŚWIĘCIMSKI",9,"2007"
"mężczyzna",1.1960942457222,"45-59 lat","Małopolskie","OŚWIĘCIMSKI",10,"2007"
"kobieta",1.122630398802,"45-59 lat","Małopolskie","OŚWIĘCIMSKI",1,"2007"
"kobieta",1.34315388,"do 24 lat","Małopolskie","OŚWIĘCIMSKI",7,"2007"
"kobieta",1.23017832,"do 24 lat","Małopolskie","OŚWIĘCIMSKI",30,"2007"
"kobieta",1.3408943688,"do 24 lat","Małopolskie","OŚWIĘCIMSKI",16,"2007"
"kobieta",1,"do 24 lat","Małopolskie","OŚWIĘCIMSKI",3,"2007"
"mężczyzna",1.0954881876708,"45-59 lat","Małopolskie","TARNOWSKI",3,"2007"
"kobieta",1.31371642413,"45-59 lat","Małopolskie","NOWOSĄDECKI",15,"2007"
"mężczyzna",1.10865382992,"25-34 lata","Małopolskie","NOWOSĄDECKI",5,"2007"
"mężczyzna",1.0964708208,"do 24 lat","Małopolskie","NOWOSĄDECKI",40,"2007"
"kobieta",1.1297556,"do 24 lat","Małopolskie","NOWOSĄDECKI",16,"2007"
"kobieta",1.20321691182,"45-59 lat","Małopolskie","OŚWIĘCIMSKI",2,"2007"
"mężczyzna",1.270143504,"do 24 lat","Małopolskie","OŚWIĘCIMSKI",5,"2007"
"mężczyzna",1.16645832,"do 24 lat","Małopolskie","KRAKOWSKI",4,"2007"
"kobieta",1.02145806504,"35-44 lata","Małopolskie","KRAKOWSKI",2,"2007"
"mężczyzna",1.006060580514,"45-59 lat","Małopolskie","KRAKOWSKI",1,"2007"
"kobieta",1.38209093,"65+ lat","Małopolskie","M. KRAKÓW",40,"2007"
"kobieta",1.38209093,"65+ lat","Małopolskie","M. KRAKÓW",5,"2007"
"kobieta",1.41193821285,"45-59 lat","Małopolskie","M. KRAKÓW",10,"2007"
"mężczyzna",1.45780828677,"45-59 lat","Małopolskie","M. KRAKÓW",4,"2007"
"kobieta",1.4158278498,"25-34 lata","Małopolskie","M. KRAKÓW",10,"2007"
"mężczyzna",1.6577388828,"25-34 lata","Małopolskie","M. KRAKÓW",10,"2007"
"kobieta",1.605577974,"25-34 lata","Małopolskie","M. KRAKÓW",5,"2007"
"mężczyzna",1.4457602844,"do 24 lat","Małopolskie","M. KRAKÓW",18,"2007"
"kobieta",1.245072787695,"45-59 lat","Małopolskie","M. KRAKÓW",14,"2007"
"mężczyzna",1.245763445058,"45-59 lat","Małopolskie","M. KRAKÓW",6,"2007"
"mężczyzna",1.6577388828,"25-34 lata","Małopolskie","M. KRAKÓW",30,"2007"
"mężczyzna",1.14089344182,"45-59 lat","Małopolskie","M. KRAKÓW",10,"2007"
"kobieta",1.1049951231,"45-59 lat","Małopolskie","M. KRAKÓW",8,"2007"
"mężczyzna",1.390607206884,"35-44 lata","Małopolskie","M. KRAKÓW",0,"2007"
"kobieta",1.369526467,"65+ lat","Małopolskie","M. KRAKÓW",4,"2007"
"mężczyzna",1.57697724492,"35-44 lata","Małopolskie","M. KRAKÓW",1,"2007"
"mężczyzna",1.45780828677,"45-59 lat","Małopolskie","M. KRAKÓW",6,"2007"
"mężczyzna",1.4457602844,"do 24 lat","Małopolskie","M. KRAKÓW",20,"2007"
"mężczyzna",1.49047452,"do 24 lat","Małopolskie","M. KRAKÓW",10,"2007"
"mężczyzna",1.45780828677,"45-59 lat","Małopolskie","M. KRAKÓW",5,"2007"
"kobieta",1.41193821285,"45-59 lat","Małopolskie","M. KRAKÓW",10,"2007"
"kobieta",1.341728388,"25-34 lata","Mazowieckie","RADOMSKI",14,"2007"
"mężczyzna",1.22159818872,"25-34 lata","Mazowieckie","RADOMSKI",1,"2007"
"kobieta",1.4318024616,"do 24 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",5,"2007"
"kobieta",1.132952010498,"45-59 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",10,"2007"
"mężczyzna",1.330184694384,"25-34 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",14,"2007"
"mężczyzna",1.3144709740932,"45-59 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",30,"2007"
"kobieta",1.2741728328,"do 24 lat","Mazowieckie","RADOMSKI",20,"2007"
"kobieta",1.519938669249,"45-59 lat","Mazowieckie","WARSZAWSKI WSCHODNI",3,"2007"
"mężczyzna",1.784540859192,"25-34 lata","Mazowieckie","WARSZAWSKI WSCHODNI",10,"2007"
"kobieta",1.341728388,"25-34 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",0,"2007"
"mężczyzna",1.22159818872,"25-34 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",30,"2007"
"kobieta",1.338117432372,"35-44 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",2,"2007"
"kobieta",1.43421516,"do 24 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",20,"2007"
"kobieta",1.236998623707,"45-59 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",5,"2007"
"mężczyzna",1.24554024,"do 24 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",3,"2007"
"mężczyzna",1.24554024,"do 24 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",2,"2007"
"kobieta",1.187661411216,"35-44 lata","Mazowieckie","WARSZAWSKI WSCHODNI",0,"2007"
"mężczyzna",1.494743625648,"25-34 lata","Mazowieckie","WARSZAWSKI WSCHODNI",2,"2007"
"kobieta",1.2741728328,"do 24 lat","Mazowieckie","WARSZAWSKI WSCHODNI",4,"2007"
"mężczyzna",1.289044961568,"25-34 lata","Mazowieckie","WARSZAWSKI WSCHODNI",4,"2007"
"kobieta",1.2741728328,"do 24 lat","Mazowieckie","WARSZAWSKI WSCHODNI",8,"2007"
"mężczyzna",1.330184694384,"25-34 lata","Mazowieckie","WARSZAWSKI WSCHODNI",2,"2007"
"mężczyzna",1.2771853810254,"45-59 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",5,"2007"
"kobieta",1.236998623707,"45-59 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",2,"2007"
"kobieta",1.5632945244,"do 24 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",3,"2007"
"mężczyzna",1.126143675216,"35-44 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",5,"2007"
"kobieta",1.2063492,"do 24 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",21,"2007"
"mężczyzna",1.24554024,"do 24 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",0,"2007"
"kobieta",1.2063492,"do 24 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",1,"2007"
"mężczyzna",1.2262453352352,"35-44 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",10,"2007"
"kobieta",1.2634695864,"35-44 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",5,"2007"
"kobieta",1.4318024616,"do 24 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",15,"2007"
"mężczyzna",1.356254928,"do 24 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",25,"2007"
"mężczyzna",1.22159818872,"25-34 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",25,"2007"
"kobieta",1.225565498808,"35-44 lata","Mazowieckie","RADOMSKI",2,"2007"
"mężczyzna",1.1697585732756,"45-59 lat","Mazowieckie","RADOMSKI",20,"2007"
"mężczyzna",1.356254928,"do 24 lat","Mazowieckie","RADOMSKI",50,"2007"
"kobieta",1.2063492,"do 24 lat","Mazowieckie","RADOMSKI",10,"2007"
"mężczyzna",1.356254928,"do 24 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",20,"2007"
"kobieta",1.225565498808,"35-44 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",11,"2007"
"mężczyzna",1.2262453352352,"35-44 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",10,"2007"
"mężczyzna",1.356254928,"do 24 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",8,"2007"
"kobieta",1.329484502115,"45-59 lat","Mazowieckie","M.WARSZAWA",2,"2007"
"mężczyzna",1.59152364,"do 24 lat","Mazowieckie","M.WARSZAWA",50,"2007"
"kobieta",1.28836642473,"45-59 lat","Mazowieckie","M.WARSZAWA",3,"2007"
"mężczyzna",1.55664274689,"45-59 lat","Mazowieckie","M.WARSZAWA",4,"2007"
"kobieta",1.5414462,"do 24 lat","Mazowieckie","M.WARSZAWA",8,"2007"
"mężczyzna",1.668582856836,"35-44 lata","Mazowieckie","M.WARSZAWA",7,"2007"
"kobieta",1.6309071702,"35-44 lata","Mazowieckie","M.WARSZAWA",5,"2007"
"kobieta",1.5414462,"do 24 lat","Mazowieckie","M.WARSZAWA",2,"2007"
"mężczyzna",1.59152364,"do 24 lat","Mazowieckie","M.WARSZAWA",10,"2007"
"mężczyzna",1.7347607676,"do 24 lat","Mazowieckie","M.WARSZAWA",5,"2007"
"mężczyzna",1.68389095644,"35-44 lata","Mazowieckie","M.WARSZAWA",20,"2007"
"kobieta",1.43816359554,"35-44 lata","Mazowieckie","M.WARSZAWA",15,"2007"
"kobieta",1.4650589772,"25-34 lata","Mazowieckie","M.WARSZAWA",10,"2007"
"mężczyzna",1.7701279596,"25-34 lata","Mazowieckie","M.WARSZAWA",40,"2007"
"mężczyzna",1.330221983706,"45-59 lat","Mazowieckie","M.WARSZAWA",20,"2007"
"kobieta",1.680176358,"do 24 lat","Mazowieckie","M.WARSZAWA",10,"2007"
"kobieta",1.07211579552,"60-64 lata","Mazowieckie","M.WARSZAWA",1,"2007"
"kobieta",1.28836642473,"45-59 lat","Mazowieckie","M.WARSZAWA",2,"2007"
"mężczyzna",1.7701279596,"25-34 lata","Mazowieckie","M.WARSZAWA",70,"2007"
"kobieta",1.6988449842,"25-34 lata","Mazowieckie","M.WARSZAWA",70,"2007"
"kobieta",1.12551933564,"35-44 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",3,"2007"
"mężczyzna",1.126143675216,"35-44 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",2,"2007"
"kobieta",1.2063492,"do 24 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",35,"2007"
"mężczyzna",1.30451631408,"35-44 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",28,"2007"
"kobieta",1.31358024,"do 24 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",13,"2007"
"kobieta",1.4318024616,"do 24 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",10,"2007"
"kobieta",1.31358024,"do 24 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",14,"2007"
"mężczyzna",1.21824214974,"45-59 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",4,"2007"
"mężczyzna",1.32474737304,"65+ lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",5,"2007"
"kobieta",1.352605971717,"45-59 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",2,"2007"
"kobieta",1.7442469044,"25-34 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",3,"2007"
"mężczyzna",1.588077645336,"25-34 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",2,"2007"
"kobieta",1.6309071702,"35-44 lata","Mazowieckie","RADOMSKI",3,"2007"
"mężczyzna",1.39196041488,"do 24 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",2,"2007"
"mężczyzna",0.97975621926,"25-34 lata","Opolskie","NYSKI",7,"2007"
"kobieta",0.9489280983,"25-34 lata","Opolskie","NYSKI",3,"2007"
"mężczyzna",0.9608500062,"35-44 lata","Opolskie","NYSKI",10,"2007"
"kobieta",0.773478342,"25-34 lata","Opolskie","NYSKI",1,"2007"
"kobieta",0.813807,"do 24 lat","Opolskie","NYSKI",7,"2007"
"kobieta",0.701901755775,"45-59 lat","Opolskie","OPOLSKI",2,"2007"
"kobieta",0.965898486,"do 24 lat","Opolskie","OPOLSKI",12,"2007"
"kobieta",0.813807,"do 24 lat","Opolskie","OPOLSKI",8,"2007"
"mężczyzna",0.8402454,"do 24 lat","Opolskie","OPOLSKI",10,"2007"
"mężczyzna",0.815038038,"do 24 lat","Opolskie","OPOLSKI",20,"2007"
"mężczyzna",0.70229110941,"45-59 lat","Opolskie","OPOLSKI",1,"2007"
"kobieta",0.78939279,"do 24 lat","Opolskie","NYSKI",4,"2007"
"kobieta",0.813807,"do 24 lat","Opolskie","OPOLSKI",6,"2007"
"kobieta",0.7592789169,"35-44 lata","Opolskie","OPOLSKI",1,"2007"
"mężczyzna",0.815038038,"do 24 lat","Opolskie","OPOLSKI",2,"2007"
"kobieta",0.788734962675,"45-59 lat","Opolskie","OPOLSKI",2,"2007"
"mężczyzna",0.724704655455,"45-59 lat","Opolskie","OPOLSKI",2,"2007"
"kobieta",0.92905124746,"35-44 lata","Opolskie","OPOLSKI",5,"2007"
"mężczyzna",0.91493388,"do 24 lat","Opolskie","OPOLSKI",20,"2007"
"mężczyzna",0.82183002165,"45-59 lat","Opolskie","OPOLSKI",5,"2007"
"mężczyzna",0.8402454,"do 24 lat","Opolskie","OPOLSKI",15,"2007"
"mężczyzna",0.75970009836,"35-44 lata","Opolskie","OPOLSKI",30,"2007"
"kobieta",0.7357960638,"35-44 lata","Opolskie","OPOLSKI",40,"2007"
