"plec","waga","wiek","wojewodztwo","podregion66","godzin_internetu","rok"
"kobieta",1.08072631822989,"do 24 lat","Podkarpackie","RZESZOWSKI",7,"2009"
"kobieta",0.858824180788282,"25-34 lata","Podkarpackie","RZESZOWSKI",20,"2009"
"mężczyzna",0.366821239753434,"do 24 lat","Podkarpackie","RZESZOWSKI",10,"2009"
"mężczyzna",0.366821239753434,"do 24 lat","Podkarpackie","RZESZOWSKI",1,"2009"
"kobieta",1.13900794724024,"do 24 lat","Podkarpackie","RZESZOWSKI",2,"2009"
"mężczyzna",0.394866911003401,"60-64 lata","Podkarpackie","RZESZOWSKI",3,"2009"
"mężczyzna",0.486190094268348,"do 24 lat","Podkarpackie","RZESZOWSKI",4,"2009"
"mężczyzna",1.66033209802742,"35-44 lata","Podkarpackie","RZESZOWSKI",4,"2009"
"kobieta",1.44384068387882,"25-34 lata","Podkarpackie","RZESZOWSKI",5,"2009"
"mężczyzna",2.33688477937491,"25-34 lata","Podkarpackie","RZESZOWSKI",14,"2009"
"mężczyzna",0.458203824499837,"do 24 lat","Podkarpackie","RZESZOWSKI",8,"2009"
"mężczyzna",0.414042652986449,"45-59 lat","Podkarpackie","RZESZOWSKI",1,"2009"
"mężczyzna",0.458203824499837,"do 24 lat","Podkarpackie","RZESZOWSKI",20,"2009"
"mężczyzna",0.446097862199462,"do 24 lat","Podkarpackie","RZESZOWSKI",60,"2009"
"kobieta",0.400109804314913,"do 24 lat","Podkarpackie","RZESZOWSKI",15,"2009"
"kobieta",0.719303903487115,"35-44 lata","Podkarpackie","KROŚNIEŃSKI",3,"2009"
"kobieta",2.01257289080607,"35-44 lata","Podkarpackie","KROŚNIEŃSKI",3,"2009"
"kobieta",2.57604239060498,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",10,"2009"
"kobieta",2.57604239060498,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",12,"2009"
"mężczyzna",0.560400676394209,"45-59 lat","Podkarpackie","KROŚNIEŃSKI",8,"2009"
"kobieta",0.528486870135814,"45-59 lat","Podkarpackie","KROŚNIEŃSKI",3,"2009"
"mężczyzna",0.615834376705268,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",25,"2009"
"kobieta",0.465781050228881,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",8,"2009"
"kobieta",0.517940579552095,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",20,"2009"
"mężczyzna",1.42273351318061,"25-34 lata","Podkarpackie","TARNOBRZESKI",5,"2009"
"kobieta",1.09885478404159,"25-34 lata","Podkarpackie","TARNOBRZESKI",2,"2009"
"mężczyzna",1.14992245589742,"do 24 lat","Podkarpackie","TARNOBRZESKI",15,"2009"
"mężczyzna",0.967731386647068,"45-59 lat","Podkarpackie","TARNOBRZESKI",4,"2009"
"kobieta",0.905484074032871,"45-59 lat","Podkarpackie","TARNOBRZESKI",3,"2009"
"mężczyzna",1.85316887750739,"60-64 lata","Podkarpackie","TARNOBRZESKI",10,"2009"
"mężczyzna",0.627999862892272,"do 24 lat","Podkarpackie","TARNOBRZESKI",10,"2009"
"mężczyzna",2.20031167388903,"25-34 lata","Podkarpackie","TARNOBRZESKI",20,"2009"
"kobieta",1.9049453211085,"25-34 lata","Podkarpackie","TARNOBRZESKI",5,"2009"
"mężczyzna",1.10826300379292,"45-59 lat","Podkarpackie","TARNOBRZESKI",10,"2009"
"kobieta",0.91108108800582,"45-59 lat","Podkarpackie","TARNOBRZESKI",5,"2009"
"kobieta",0.425265569385691,"do 24 lat","Podkarpackie","RZESZOWSKI",10,"2009"
"mężczyzna",0.428447431885258,"45-59 lat","Podkarpackie","RZESZOWSKI",1,"2009"
"kobieta",0.702844829391589,"35-44 lata","Podkarpackie","RZESZOWSKI",0,"2009"
"kobieta",1.5501357208943,"25-34 lata","Podkarpackie","RZESZOWSKI",4,"2009"
"mężczyzna",1.78673670775055,"25-34 lata","Podkarpackie","RZESZOWSKI",10,"2009"
"mężczyzna",1.69458250744419,"do 24 lat","Podkarpackie","RZESZOWSKI",9,"2009"
"kobieta",1.51988864591313,"do 24 lat","Podkarpackie","RZESZOWSKI",20,"2009"
"kobieta",1.51988864591313,"do 24 lat","Podkarpackie","RZESZOWSKI",1,"2009"
"kobieta",1.10129261711013,"45-59 lat","Podkarpackie","RZESZOWSKI",2,"2009"
"kobieta",1.18601016028844,"25-34 lata","Podkarpackie","RZESZOWSKI",30,"2009"
"kobieta",1.18601016028844,"25-34 lata","Podkarpackie","RZESZOWSKI",35,"2009"
"kobieta",0.62872235567449,"45-59 lat","Podkarpackie","RZESZOWSKI",10,"2009"
"kobieta",2.39493785960949,"25-34 lata","Podkarpackie","RZESZOWSKI",10,"2009"
"mężczyzna",2.80212009488646,"do 24 lat","Podkarpackie","RZESZOWSKI",40,"2009"
"mężczyzna",0.477774503856801,"do 24 lat","Podkarpackie","RZESZOWSKI",3,"2009"
"mężczyzna",0.834728797569165,"do 24 lat","Podkarpackie","RZESZOWSKI",15,"2009"
"kobieta",0.636651852664376,"35-44 lata","Podkarpackie","RZESZOWSKI",5,"2009"
"kobieta",1.5744421239689,"35-44 lata","Podkarpackie","RZESZOWSKI",4,"2009"
"mężczyzna",2.1669152761996,"35-44 lata","Podkarpackie","RZESZOWSKI",7,"2009"
"kobieta",2.23673602997476,"25-34 lata","Podkarpackie","RZESZOWSKI",2,"2009"
"mężczyzna",1.32670746823969,"45-59 lat","Podkarpackie","RZESZOWSKI",5,"2009"
"mężczyzna",1.46821210658248,"do 24 lat","Podkarpackie","RZESZOWSKI",8,"2009"
"kobieta",1.11981275865588,"35-44 lata","Podkarpackie","RZESZOWSKI",2,"2009"
"kobieta",1.31685468372763,"do 24 lat","Podkarpackie","RZESZOWSKI",15,"2009"
"mężczyzna",1.46821210658248,"do 24 lat","Podkarpackie","RZESZOWSKI",8,"2009"
"kobieta",2.46936175231621,"25-34 lata","Podkarpackie","RZESZOWSKI",0,"2009"
"kobieta",0.359802068364333,"35-44 lata","Podkarpackie","RZESZOWSKI",2,"2009"
"kobieta",1.21325274619154,"25-34 lata","Podkarpackie","RZESZOWSKI",8,"2009"
"kobieta",0.706322227938306,"35-44 lata","Podkarpackie","TARNOBRZESKI",2,"2009"
"kobieta",0.830606480309983,"do 24 lat","Podkarpackie","TARNOBRZESKI",6,"2009"
"kobieta",0.585818027146943,"do 24 lat","Podkarpackie","TARNOBRZESKI",10,"2009"
"kobieta",0.585818027146943,"do 24 lat","Podkarpackie","TARNOBRZESKI",11,"2009"
"mężczyzna",1.2845282787776,"45-59 lat","Podkarpackie","TARNOBRZESKI",3,"2009"
"kobieta",1.08421124511105,"35-44 lata","Podkarpackie","TARNOBRZESKI",2,"2009"
"kobieta",0.608214215904846,"45-59 lat","Podkarpackie","KROŚNIEŃSKI",3,"2009"
"kobieta",2.0700159369696,"25-34 lata","Podkarpackie","KROŚNIEŃSKI",1,"2009"
"mężczyzna",2.14001196162844,"35-44 lata","Podkarpackie","KROŚNIEŃSKI",1,"2009"
"mężczyzna",0.760670333430281,"60-64 lata","Podkarpackie","KROŚNIEŃSKI",5,"2009"
"kobieta",0.67895002578272,"35-44 lata","Podkarpackie","KROŚNIEŃSKI",8,"2009"
"kobieta",0.653123750158902,"45-59 lat","Podkarpackie","KROŚNIEŃSKI",2,"2009"
"mężczyzna",1.05836960305832,"25-34 lata","Podkarpackie","KROŚNIEŃSKI",8,"2009"
"kobieta",1.03553771017532,"25-34 lata","Podkarpackie","KROŚNIEŃSKI",4,"2009"
"mężczyzna",1.3407542336595,"25-34 lata","Podkarpackie","KROŚNIEŃSKI",2,"2009"
"mężczyzna",1.11260421397496,"45-59 lat","Podkarpackie","KROŚNIEŃSKI",3,"2009"
"kobieta",0.526308521044099,"do 24 lat","Podkarpackie","KROŚNIEŃSKI",7,"2009"
"mężczyzna",0.451225937794009,"45-59 lat","Podkarpackie","KROŚNIEŃSKI",1,"2009"
"mężczyzna",0.697120681409818,"60-64 lata","Podkarpackie","PRZEMYSKI",4,"2009"
"kobieta",0.847899662385695,"45-59 lat","Podkarpackie","PRZEMYSKI",10,"2009"
"mężczyzna",1.0683723488948,"do 24 lat","Podkarpackie","PRZEMYSKI",36,"2009"
"mężczyzna",1.73711521053798,"35-44 lata","Podkarpackie","PRZEMYSKI",10,"2009"
"kobieta",1.41442438196141,"35-44 lata","Podkarpackie","PRZEMYSKI",3,"2009"
"kobieta",0.469452797379696,"45-59 lat","Podkarpackie","PRZEMYSKI",1,"2009"
"mężczyzna",0.631925520837473,"45-59 lat","Podkarpackie","PRZEMYSKI",1,"2009"
"mężczyzna",1.57127132872882,"25-34 lata","Podkarpackie","RZESZOWSKI",1,"2009"
"kobieta",1.12689187110842,"45-59 lat","Podkarpackie","RZESZOWSKI",10,"2009"
"mężczyzna",1.41990870823393,"do 24 lat","Podkarpackie","RZESZOWSKI",2,"2009"
"kobieta",0.913641226324035,"do 24 lat","Podkarpackie","RZESZOWSKI",22,"2009"
"kobieta",0.847970371773542,"25-34 lata","Podkarpackie","RZESZOWSKI",10,"2009"
"mężczyzna",1.70144285853862,"25-34 lata","Podkarpackie","RZESZOWSKI",8,"2009"
"kobieta",1.31411723110878,"25-34 lata","Podkarpackie","RZESZOWSKI",3,"2009"
"mężczyzna",1.29586039224815,"25-34 lata","Podkarpackie","RZESZOWSKI",20,"2009"
"kobieta",1.00086374472228,"25-34 lata","Podkarpackie","RZESZOWSKI",40,"2009"
"kobieta",1.27575490304365,"25-34 lata","Podkarpackie","RZESZOWSKI",42,"2009"
"mężczyzna",1.49265603478254,"do 24 lat","Podkarpackie","RZESZOWSKI",15,"2009"
"mężczyzna",0.790098303808093,"60-64 lata","Podkarpackie","RZESZOWSKI",10,"2009"
"kobieta",0.40087941559426,"35-44 lata","Podkarpackie","RZESZOWSKI",5,"2009"
"mężczyzna",1.70144285853862,"25-34 lata","Podkarpackie","RZESZOWSKI",15,"2009"
"kobieta",1.31411723110878,"25-34 lata","Podkarpackie","RZESZOWSKI",27,"2009"
"kobieta",1.02953746525352,"do 24 lat","Podkarpackie","RZESZOWSKI",10,"2009"
"kobieta",1.02953746525352,"do 24 lat","Podkarpackie","RZESZOWSKI",10,"2009"
"mężczyzna",1.70144285853862,"25-34 lata","Podkarpackie","RZESZOWSKI",20,"2009"
"kobieta",1.31411723110878,"25-34 lata","Podkarpackie","RZESZOWSKI",20,"2009"
"kobieta",1.20984260887064,"35-44 lata","Podkarpackie","RZESZOWSKI",3,"2009"
"mężczyzna",0.65110596501105,"65+ lat","Podkarpackie","RZESZOWSKI",5,"2009"
"mężczyzna",0.528504177561022,"45-59 lat","Podkarpackie","RZESZOWSKI",10,"2009"
"mężczyzna",1.52689446181544,"do 24 lat","Podkarpackie","RZESZOWSKI",10,"2009"
"kobieta",1.40608486844615,"do 24 lat","Podkarpackie","RZESZOWSKI",7,"2009"
"kobieta",1.40608486844615,"do 24 lat","Podkarpackie","RZESZOWSKI",1,"2009"
"mężczyzna",0.505534756221814,"45-59 lat","Podkarpackie","RZESZOWSKI",4,"2009"
"kobieta",0.548920633358572,"45-59 lat","Podkarpackie","RZESZOWSKI",5,"2009"
"mężczyzna",1.82503147232403,"35-44 lata","Podkarpackie","RZESZOWSKI",8,"2009"
"kobieta",1.48600910085306,"35-44 lata","Podkarpackie","RZESZOWSKI",10,"2009"
"mężczyzna",2.28565724553141,"25-34 lata","Podkarpackie","RZESZOWSKI",10,"2009"
"kobieta",1.05190870417349,"35-44 lata","Podkarpackie","RZESZOWSKI",1,"2009"
"mężczyzna",1.29189416822963,"35-44 lata","Podkarpackie","RZESZOWSKI",20,"2009"
"kobieta",1.51043711138459,"25-34 lata","Podkarpackie","RZESZOWSKI",20,"2009"
"kobieta",2.58805723765933,"do 24 lat","Podkarpackie","RZESZOWSKI",4,"2009"
"mężczyzna",2.81042087257717,"do 24 lat","Podkarpackie","RZESZOWSKI",5,"2009"
"kobieta",2.58805723765933,"do 24 lat","Podkarpackie","RZESZOWSKI",3,"2009"
"mężczyzna",2.81042087257717,"do 24 lat","Podkarpackie","RZESZOWSKI",4,"2009"
"mężczyzna",1.56910230657816,"35-44 lata","Podkarpackie","RZESZOWSKI",15,"2009"
"kobieta",1.27762197161884,"35-44 lata","Podkarpackie","RZESZOWSKI",7,"2009"
"kobieta",0.592355486719937,"45-59 lat","Podkarpackie","RZESZOWSKI",1,"2009"
"kobieta",0.915978826210247,"45-59 lat","Podkarpackie","TARNOBRZESKI",10,"2009"
"kobieta",1.06283568150447,"do 24 lat","Podkarpackie","TARNOBRZESKI",10,"2009"
"kobieta",0.560300589765017,"do 24 lat","Podkarpackie","TARNOBRZESKI",20,"2009"
"mężczyzna",0.512041117386858,"45-59 lat","Podkarpackie","TARNOBRZESKI",3,"2009"
"kobieta",0.482881300935892,"45-59 lat","Podkarpackie","TARNOBRZESKI",10,"2009"
"kobieta",0.52790913021303,"do 24 lat","Podkarpackie","TARNOBRZESKI",24,"2009"
"mężczyzna",0.605878622797308,"65+ lat","Podkarpackie","TARNOBRZESKI",2,"2009"
"kobieta",0.504040701171688,"25-34 lata","Podkarpackie","TARNOBRZESKI",7,"2009"
"mężczyzna",0.496300112833583,"45-59 lat","Podkarpackie","TARNOBRZESKI",2,"2009"
"kobieta",0.468036717755057,"45-59 lat","Podkarpackie","TARNOBRZESKI",2,"2009"
"mężczyzna",1.85846169547542,"25-34 lata","Podlaskie","SUWALSKI",10,"2009"
"mężczyzna",1.29409004540894,"35-44 lata","Podlaskie","SUWALSKI",1,"2009"
"kobieta",1.15724327443271,"35-44 lata","Podlaskie","SUWALSKI",1,"2009"
"mężczyzna",1.29409004540894,"35-44 lata","Podlaskie","SUWALSKI",2,"2009"
"kobieta",1.15724327443271,"35-44 lata","Podlaskie","SUWALSKI",3,"2009"
"mężczyzna",0.923745011385055,"45-59 lat","Podlaskie","SUWALSKI",0,"2009"
"kobieta",0.833085100946908,"35-44 lata","Podlaskie","SUWALSKI",2,"2009"
"mężczyzna",1.24400377742264,"do 24 lat","Podlaskie","SUWALSKI",5,"2009"
"kobieta",0.603875124081706,"45-59 lat","Podlaskie","SUWALSKI",1,"2009"
"mężczyzna",1.10328669479091,"45-59 lat","Podlaskie","SUWALSKI",20,"2009"
"kobieta",0.571333986319305,"do 24 lat","Podlaskie","SUWALSKI",4,"2009"
"mężczyzna",0.327195511282517,"do 24 lat","Podlaskie","SUWALSKI",20,"2009"
"mężczyzna",0.327195511282517,"do 24 lat","Podlaskie","SUWALSKI",21,"2009"
"mężczyzna",0.327195511282517,"do 24 lat","Podlaskie","SUWALSKI",15,"2009"
"mężczyzna",0.327195511282517,"do 24 lat","Podlaskie","SUWALSKI",35,"2009"
"mężczyzna",1.42502095442491,"35-44 lata","Podlaskie","SUWALSKI",0,"2009"
"kobieta",1.4517792779878,"25-34 lata","Podlaskie","SUWALSKI",1,"2009"
"kobieta",0.700894481999463,"45-59 lat","Podlaskie","BIAŁOSTOCKI",12,"2009"
"kobieta",0.775676780381331,"25-34 lata","Podlaskie","BIAŁOSTOCKI",50,"2009"
"mężczyzna",1.1533267569064,"do 24 lat","Podlaskie","BIAŁOSTOCKI",25,"2009"
"kobieta",0.471676282337824,"do 24 lat","Podlaskie","BIAŁOSTOCKI",5,"2009"
"mężczyzna",0.443935942046855,"25-34 lata","Podlaskie","BIAŁOSTOCKI",10,"2009"
"kobieta",0.662323015954282,"do 24 lat","Podlaskie","BIAŁOSTOCKI",10,"2009"
"mężczyzna",0.805524588842389,"do 24 lat","Podlaskie","BIAŁOSTOCKI",10,"2009"
"kobieta",0.489529732871527,"45-59 lat","Podlaskie","BIAŁOSTOCKI",2,"2009"
"kobieta",1.9488456105615,"35-44 lata","Podlaskie","BIAŁOSTOCKI",6,"2009"
"kobieta",2.76132331280169,"do 24 lat","Podlaskie","BIAŁOSTOCKI",20,"2009"
"kobieta",1.75154680283102,"do 24 lat","Podlaskie","BIAŁOSTOCKI",21,"2009"
"kobieta",1.75154680283102,"do 24 lat","Podlaskie","BIAŁOSTOCKI",18,"2009"
"mężczyzna",1.74020251795638,"do 24 lat","Podlaskie","BIAŁOSTOCKI",25,"2009"
"kobieta",2.36967342039564,"25-34 lata","Podlaskie","BIAŁOSTOCKI",60,"2009"
"mężczyzna",2.63122028742126,"25-34 lata","Podlaskie","BIAŁOSTOCKI",20,"2009"
"kobieta",1.11860504760735,"25-34 lata","Podlaskie","BIAŁOSTOCKI",4,"2009"
"mężczyzna",3.71154424153077,"25-34 lata","Podlaskie","BIAŁOSTOCKI",4,"2009"
"mężczyzna",1.6134113044033,"35-44 lata","Podlaskie","BIAŁOSTOCKI",10,"2009"
"kobieta",1.44899210555374,"25-34 lata","Podlaskie","BIAŁOSTOCKI",3,"2009"
"mężczyzna",0.623245259634016,"do 24 lat","Podlaskie","BIAŁOSTOCKI",20,"2009"
"kobieta",0.378755769030262,"45-59 lat","Podlaskie","BIAŁOSTOCKI",2,"2009"
"kobieta",0.455889524063457,"25-34 lata","Podlaskie","BIAŁOSTOCKI",1,"2009"
"mężczyzna",0.485481998665916,"45-59 lat","Podlaskie","BIAŁOSTOCKI",6,"2009"
"kobieta",0.397322351264913,"45-59 lat","Podlaskie","BIAŁOSTOCKI",0,"2009"
"kobieta",1.8669873664405,"35-44 lata","Podlaskie","BIAŁOSTOCKI",1,"2009"
"mężczyzna",2.78787765355748,"do 24 lat","Podlaskie","BIAŁOSTOCKI",20,"2009"
"kobieta",2.29226464342294,"do 24 lat","Podlaskie","BIAŁOSTOCKI",4,"2009"
"kobieta",0.529652527097133,"25-34 lata","Podlaskie","BIAŁOSTOCKI",12,"2009"
"kobieta",0.529652527097133,"25-34 lata","Podlaskie","BIAŁOSTOCKI",10,"2009"
"mężczyzna",2.13446874014891,"45-59 lat","Podlaskie","BIAŁOSTOCKI",4,"2009"
"kobieta",1.92498371645752,"35-44 lata","Podlaskie","BIAŁOSTOCKI",2,"2009"
"kobieta",2.36347186476331,"do 24 lat","Podlaskie","BIAŁOSTOCKI",8,"2009"
"mężczyzna",0.439316534885025,"25-34 lata","Podlaskie","BIAŁOSTOCKI",10,"2009"
"mężczyzna",1.57124424304553,"do 24 lat","Podlaskie","BIAŁOSTOCKI",15,"2009"
"kobieta",1.3152962427242,"25-34 lata","Podlaskie","BIAŁOSTOCKI",2,"2009"
"kobieta",0.899073985784849,"25-34 lata","Podlaskie","BIAŁOSTOCKI",5,"2009"
"mężczyzna",0.882502794380342,"35-44 lata","Podlaskie","BIAŁOSTOCKI",5,"2009"
"mężczyzna",1.53695193442156,"60-64 lata","Podlaskie","ŁOMŻYŃSKI",3,"2009"
"mężczyzna",0.974750488923045,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",3,"2009"
"kobieta",0.847138795165627,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",5,"2009"
"mężczyzna",1.08038227975774,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",70,"2009"
"kobieta",0.938941558564768,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",10,"2009"
"kobieta",0.394045274195087,"45-59 lat","Podlaskie","SUWALSKI",15,"2009"
"mężczyzna",0.352101040212142,"25-34 lata","Podlaskie","SUWALSKI",2,"2009"
"kobieta",0.306004926039192,"25-34 lata","Podlaskie","SUWALSKI",7,"2009"
"mężczyzna",1.38141044714327,"35-44 lata","Podlaskie","SUWALSKI",2,"2009"
"kobieta",1.23532976304641,"35-44 lata","Podlaskie","SUWALSKI",4,"2009"
"mężczyzna",0.376156700038449,"45-59 lat","Podlaskie","SUWALSKI",1,"2009"
"kobieta",0.747482061265953,"do 24 lat","Podlaskie","SUWALSKI",10,"2009"
"mężczyzna",0.861453539647758,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",10,"2009"
"mężczyzna",0.562490434950666,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",4,"2009"
"kobieta",0.460346671928153,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",3,"2009"
"kobieta",0.509463597534182,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",15,"2009"
"mężczyzna",3.61492389533052,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",15,"2009"
"kobieta",3.14166785100671,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",15,"2009"
"mężczyzna",3.27742027227962,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",8,"2009"
"kobieta",2.69477916396212,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",20,"2009"
"mężczyzna",3.27971761501986,"35-44 lata","Podlaskie","ŁOMŻYŃSKI",50,"2009"
"kobieta",2.94548880329407,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",40,"2009"
"kobieta",0.543451471171713,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",30,"2009"
"mężczyzna",2.88789210949525,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",5,"2009"
"kobieta",2.11912598207265,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",1,"2009"
"mężczyzna",0.48622162400881,"60-64 lata","Podlaskie","ŁOMŻYŃSKI",2,"2009"
"kobieta",0.499909964601643,"60-64 lata","Podlaskie","ŁOMŻYŃSKI",2,"2009"
"mężczyzna",0.496457893100638,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",10,"2009"
"mężczyzna",1.73304718954861,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",0,"2009"
"kobieta",1.56077994644078,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",0,"2009"
"kobieta",2.14612681609514,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",4,"2009"
"kobieta",1.69815392648622,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",1,"2009"
"kobieta",2.29756510047295,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",5,"2009"
"kobieta",2.29756510047295,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",9,"2009"
"kobieta",0.661412154934955,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",14,"2009"
"kobieta",0.488856506089427,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",4,"2009"
"kobieta",2.15322596802303,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",1,"2009"
"kobieta",2.15322596802303,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",1,"2009"
"mężczyzna",0.446908777313911,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",2,"2009"
"kobieta",0.449822151978645,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",1,"2009"
"kobieta",1.49106422463031,"35-44 lata","Podlaskie","SUWALSKI",30,"2009"
"kobieta",0.344549022454392,"35-44 lata","Podlaskie","SUWALSKI",8,"2009"
"kobieta",1.89234822678989,"do 24 lat","Podlaskie","SUWALSKI",50,"2009"
"kobieta",0.603001192786121,"45-59 lat","Podlaskie","SUWALSKI",4,"2009"
"kobieta",2.00726172455252,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",12,"2009"
"mężczyzna",1.54489026623374,"65+ lat","Podlaskie","ŁOMŻYŃSKI",3,"2009"
"kobieta",1.48358772420234,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",1,"2009"
"mężczyzna",1.66724739988462,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",10,"2009"
"mężczyzna",1.68142360919046,"35-44 lata","Podlaskie","ŁOMŻYŃSKI",4,"2009"
"kobieta",1.36448860905269,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",1,"2009"
"kobieta",1.51007342563326,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",3,"2009"
"mężczyzna",0.88416425807172,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",20,"2009"
"kobieta",0.768411868534921,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",8,"2009"
"kobieta",0.572492891011631,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",10,"2009"
"kobieta",0.774570352535002,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",10,"2009"
"kobieta",0.950974255957068,"35-44 lata","Podlaskie","ŁOMŻYŃSKI",1,"2009"
"mężczyzna",1.42004168022005,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",20,"2009"
"kobieta",1.28422269801213,"35-44 lata","Podlaskie","ŁOMŻYŃSKI",14,"2009"
"mężczyzna",1.42397734624529,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",7,"2009"
"mężczyzna",0.84971539489779,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",20,"2009"
"kobieta",0.741261705198389,"25-34 lata","Podlaskie","BIAŁOSTOCKI",4,"2009"
"kobieta",0.339815591960185,"25-34 lata","Podlaskie","BIAŁOSTOCKI",4,"2009"
"kobieta",0.538025517177977,"25-34 lata","Podlaskie","BIAŁOSTOCKI",1,"2009"
"kobieta",0.459407267188416,"45-59 lat","Podlaskie","BIAŁOSTOCKI",0,"2009"
"mężczyzna",1.05067686681569,"35-44 lata","Podlaskie","SUWALSKI",5,"2009"
"mężczyzna",0.781893350215438,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",12,"2009"
"mężczyzna",2.25266640865255,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",2,"2009"
"kobieta",1.600217489866,"35-44 lata","Podlaskie","ŁOMŻYŃSKI",2,"2009"
"kobieta",1.02442869303791,"35-44 lata","Podlaskie","ŁOMŻYŃSKI",2,"2009"
"mężczyzna",1.13591143778403,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",12,"2009"
"mężczyzna",0.903730973832629,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",15,"2009"
"kobieta",0.785416962959849,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",30,"2009"
"mężczyzna",0.95304618332741,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",1,"2009"
"kobieta",0.828275958273868,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",3,"2009"
"mężczyzna",0.349693052355746,"45-59 lat","Podlaskie","ŁOMŻYŃSKI",2,"2009"
"mężczyzna",0.575422356544045,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",35,"2009"
"kobieta",0.575422356544045,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",15,"2009"
"mężczyzna",0.593776539991474,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",6,"2009"
"kobieta",1.16071047005034,"25-34 lata","Podlaskie","ŁOMŻYŃSKI",7,"2009"
"mężczyzna",0.912658666683223,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",8,"2009"
"kobieta",0.918608238361771,"do 24 lat","Podlaskie","ŁOMŻYŃSKI",14,"2009"
"kobieta",0.648321631211223,"35-44 lata","Podlaskie","ŁOMŻYŃSKI",3,"2009"
"kobieta",0.608969922123161,"do 24 lat","Podlaskie","BIAŁOSTOCKI",8,"2009"
"mężczyzna",2.64758883081792,"45-59 lat","Podlaskie","BIAŁOSTOCKI",4,"2009"
"kobieta",0,"do 24 lat","Podlaskie","BIAŁOSTOCKI",6,"2009"
"kobieta",2.93164364252373,"do 24 lat","Podlaskie","BIAŁOSTOCKI",50,"2009"
"kobieta",0.709798572301704,"45-59 lat","Podlaskie","BIAŁOSTOCKI",6,"2009"
"kobieta",1.47442065762877,"35-44 lata","Podlaskie","BIAŁOSTOCKI",26,"2009"
"mężczyzna",1.70380956670787,"25-34 lata","Podlaskie","BIAŁOSTOCKI",20,"2009"
"mężczyzna",0.548322913081308,"45-59 lat","Podlaskie","BIAŁOSTOCKI",0,"2009"
"mężczyzna",0.73842431250348,"do 24 lat","Podlaskie","BIAŁOSTOCKI",15,"2009"
"kobieta",0.448751858638782,"45-59 lat","Podlaskie","BIAŁOSTOCKI",0,"2009"
"kobieta",0.496457732391806,"45-59 lat","Podlaskie","BIAŁOSTOCKI",3,"2009"
